Financial_Year,Date_of_Fund_Release,State,District,Department,Scheme_Name,Fund_Source,Implementing_Agency,Sanctioned_Amount_Lakhs,Fund_Released_Lakhs,Fund_Utilized_Lakhs,Utilization_Percent,Physical_Target_Units,Physical_Achievement_Units,Physical_Achievement_Percent,Beneficiaries_Target,Beneficiaries_Covered,Beneficiary_Coverage_Percent,Status
2024-25,2021-08-03,Gujarat,Surat,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,State Nodal Agency,152.94,85.41,0.0,0.0,300,0.0,0.0,3911,0.0,0.0,Not Started
2023-24,2022-04-04,Gujarat,bhavnagar,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,651.95,566.58,381.63,67.36,155,89.0,57.41935483870968,901,499.0,55.38290788013318,Delayed
2023-24,2021-11-03,Gujarat,Rajkot,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),State Nodal Agency,514.44,479.61,430.9,89.84,269,268.0,99.62825278810409,3974,3976.0,100.0503271263211,Completed
2021-22,2021-12-14,Kerala,kollam,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,133.79,100.01,98.22,98.21,89,88.0,98.87640449438202,4549,4435.0,97.49395471532205,Completed
2024-25,2022-04-11,Bihar, Gaya,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,294.46,198.88,177.06,89.03,245,244.0,99.59183673469387,233,225.0,96.56652360515021,Completed
2023-24,2023-01-08,Madhya Pradesh,Jabalpur ,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,646.98,366.29,0.0,0.0,256,0.0,0.0,4083,0.0,0.0,Not Started
2022-23,2021-11-05,Bihar,Darbhanga,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),State Nodal Agency,479.48,411.32,401.8,97.69,183,172.0,93.98907103825137,4124,3832.0,92.91949563530552,Ongoing
2024-25,2024-09-23,Gujarat,Surat,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,59.61,52.09,48.58,93.26,275,274.0,99.63636363636364,4818,4504.0,93.48277293482774,Completed
2024-25,2024-04-02,Bihar, Patna,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),NGO / Partner Organisation,570.38,371.87,355.83,95.69,473,188.0,39.74630021141649,4665,1707.0,36.59163987138264,Delayed
2024-25,2022-12-30,Rajasthan, Jodhpur,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Urban Local Body (ULB),778.68,485.65,289.66,59.64,179,177.0,98.88268156424581,3909,3912.0,100.07674597083653,Delayed
2022-23,2024-12-04,Gujarat,Ahmedabad,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,754.49,378.35,371.91,98.3,265,263.0,99.24528301886792,1309,1309.0,100.0,Completed
2022-23,2024-03-10,West Bengal,Howrah,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,346.8,207.24,202.87,97.89,370,47.0,12.702702702702704,908,106.0,11.674008810572687,Ongoing
2023-24,2021-08-18,Uttar Pradesh,Kanpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),State Nodal Agency,489.09,293.84,267.7,91.1,499,497.0,99.59919839679358,4313,4080.0,94.5977277996754,Completed
2023-24,2023-08-31,Uttar Pradesh,Kanpur,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,184.97,146.13,134.75,92.21,309,307.0,99.35275080906149,3085,3092.0,100.22690437601295,Completed
2022-23,2023-02-04,Bihar,Muzaffarpur ,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Gram Panchayat,385.17,215.24,211.82,98.41,109,109.0,100.0,517,523.0,101.1605415860735,Completed
2023-24,2024-01-31,Maharashtra,Nashik,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,615.35,599.77,568.11,94.72,496,356.0,71.7741935483871,4785,3416.0,71.38975966562174,Ongoing
2021-22,2021-06-20,Uttar Pradesh,Meerut,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,166.07,128.12,111.93,87.36,230,3.0,1.3043478260869565,753,10.0,1.3280212483399734,Ongoing
2023-24,2024-08-19,Kerala,Kozhikode,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,407.76,287.64,214.08,74.43,284,145.0,51.056338028169016,4994,2358.0,47.21665999199039,Delayed
2022-23,2024-08-26,Gujarat,Ahmedabad ,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,358.01,253.96,174.44,81.965,190,129.0,67.89473684210526,1915,0.0,0.0,Not Started
2023-24,2025-03-15,Madhya Pradesh,Bhopal,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,153.69,116.9,0.0,0.0,285,0.0,0.0,2694,0.0,0.0,Not Started
2022-23,2021-04-16,Kerala,Kochi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Urban Local Body (ULB),759.4,615.3,209.27,34.01,123,17.0,13.821138211382115,4263,589.0,13.816561107201503,Delayed
2024-25,2023-10-21,Karnataka,Mysuru ,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,385.41,358.5,206.05,57.48,435,298.0,68.50574712643677,4670,2945.0,63.062098501070665,Delayed
2021-22,2023-01-26,West Bengal,Asansol,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),State Nodal Agency,747.62,536.2,319.88,59.66,208,154.0,74.03846153846155,579,427.0,73.74784110535406,Delayed
2021-22,2024-06-14,Bihar,patna,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,430.02,349.07,285.48,81.78,377,334.0,88.59416445623343,4866,4482.0,92.10850801479656,Delayed
2024-25,2022-06-21,Maharashtra,Pune ,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,609.85,405.98,144.8,35.67,483,434.0,89.85507246376811,4146,3664.0,88.374336710082,Ongoing
2024-25,2023-08-25,Bihar,Muzaffarpur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,NGO / Partner Organisation,615.34,420.23,398.47,94.82,171,169.0,98.83040935672514,3155,2978.0,94.38985736925515,Completed
2021-22,2022-02-07,Gujarat,Surat,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Urban Local Body (ULB),366.24,290.72,259.65,89.31,209,208.0,99.52153110047847,2751,2478.0,90.07633587786259,Completed
2021-22,2025-03-21,Rajasthan, Udaipur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),626.42,328.34,326.19,99.35,203,202.0,99.50738916256158,4096,3859.0,94.2138671875,Completed
2024-25,2023-11-06,Karnataka, Mangaluru,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,165.72,117.45,106.26,90.47,461,449.0,97.39696312364426,848,1202.0,141.74528301886792,Ongoing
2022-23,2023-05-23,Gujarat, Bhavnagar,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,120.4,89.41,44.18,49.41,382,88.0,23.036649214659686,3523,787.0,22.338915696849277,Ongoing
2022-23,2021-08-06,Karnataka, Hubballi,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,401.54,223.77,195.2,87.23,111,111.0,100.0,3282,2986.0,90.98110907982937,Completed
2023-24,2023-11-27,Madhya Pradesh,Jabalpur ,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,210.23,187.96,174.44,81.965,482,0.0,0.0,4895,0.0,0.0,Not Started
2022-23,2021-06-10,Gujarat,Bhavnagar,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,249.04,146.1,0.0,0.0,324,0.0,0.0,1289,1202.0,93.25058184639255,Not Started
2021-22,2024-11-20,Maharashtra,Nagpur ,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Urban Local Body (ULB),372.79,257.26,220.35,85.65,104,102.0,98.07692307692307,4617,4618.0,100.02165908598657,Completed
2023-24,2024-12-23,Madhya Pradesh,Jabalpur,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Urban Local Body (ULB),634.39,486.95,355.61,73.03,169,161.0,95.26627218934911,4149,3583.0,86.3581585924319,Ongoing
2022-23,2024-10-04,Uttar Pradesh,Varanasi,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Gram Panchayat,460.44,254.71,224.82,88.27,55,53.0,96.36363636363636,3961,3768.0,95.12749305730877,Completed
2023-24,2022-07-11,Uttar Pradesh,Varanasi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),State Nodal Agency,402.15,217.28,174.44,81.965,372,228.0,61.29032258064516,370,208.0,56.21621621621622,Ongoing
2022-23,2022-07-15,Karnataka,Mysuru,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Urban Local Body (ULB),252.18,168.64,128.41,76.14,303,8.0,2.6402640264026402,703,19.0,2.7027027027027026,Delayed
2021-22,2022-08-12,Tamil Nadu,Madurai,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,633.83,543.19,0.0,0.0,126,0.0,0.0,1456,0.0,0.0,Not Started
2023-24,2022-12-03,Gujarat, Bhavnagar,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Urban Local Body (ULB),67.31,38.56,0.0,0.0,365,0.0,0.0,1623,0.0,0.0,Not Started
2022-23,2021-10-12,Rajasthan,Kota,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,543.23,362.5,322.43,88.95,252,252.0,100.0,4972,4819.0,96.92276749798874,Completed
2023-24,2021-11-28,Maharashtra,Nagpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,606.74,406.58,0.0,0.0,434,0.0,0.0,3437,0.0,0.0,Not Started
2024-25,2024-02-29,Bihar,muzaffarpur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,666.32,417.37,174.44,81.965,470,0.0,0.0,1238,0.0,0.0,Not Started
2023-24,2023-09-04,Bihar,Patna,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),Gram Panchayat,587.39,325.13,297.41,91.47,231,230.0,99.56709956709958,1181,1095.0,92.71803556308214,Completed
2022-23,2023-02-28,Karnataka,Mysuru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),State Nodal Agency,789.05,703.26,525.68,74.75,279,88.0,31.54121863799283,3065,1202.0,39.216965742251226,Ongoing
2024-25,2022-08-08,Maharashtra,nashik,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,605.32,505.14,316.94,62.74,379,349.0,92.0844327176781,3038,2674.0,88.0184331797235,Ongoing
2021-22,2024-09-06,Gujarat, Vadodara,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),Urban Local Body (ULB),124.67,123.43,0.0,0.0,35,0.0,0.0,2122,0.0,0.0,Not Started
2023-24,2024-05-15,West Bengal,Siliguri,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,74.61,47.43,37.74,79.57,204,139.0,68.13725490196079,1807,1228.0,67.9579413392363,Ongoing
2024-25,2023-05-16,Gujarat,Vadodara,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,270.75,262.85,0.0,0.0,393,0.0,0.0,2582,0.0,0.0,Not Started
2023-24,2022-11-26,Bihar,Darbhanga,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,54.07,29.65,29.62,99.9,120,120.0,100.0,2766,2754.0,99.56616052060737,Completed
2024-25,2021-07-08,Bihar,Bhagalpur,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,609.88,514.33,230.29,44.77,34,4.0,11.76470588235294,4405,495.0,11.237230419977298,Ongoing
2024-25,2024-01-13,West Bengal,Asansol,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),NGO / Partner Organisation,322.64,314.2,205.36,65.36,55,31.0,56.36363636363636,2552,1429.0,55.99529780564263,Ongoing
2022-23,2024-06-27,Bihar,Bhagalpur,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,631.4,369.29,325.55,88.16,343,341.0,99.41690962099126,2357,2290.0,97.15740347899873,Completed
2021-22,2022-04-07,West Bengal,Asansol,Ministry of Rural Development,Mahatma Gandhi National Rural Employment Guarantee Scheme,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,388.19,262.99,120.85,45.95,264,249.0,94.31818181818183,1688,1467.0,86.90758293838863,Ongoing
2023-24,2024-02-28,Rajasthan,Ajmer,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Urban Local Body (ULB),149.5,84.09,81.3,96.68,494,492.0,99.59514170040485,3613,3614.0,100.02767783005812,Completed
2022-23,2024-04-04,Tamil Nadu,Madurai,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),NGO / Partner Organisation,795.06,705.86,632.42,89.6,403,402.0,99.75186104218362,3704,3712.0,100.21598272138228,Completed
2023-24,2024-07-23,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,76.2,48.33,31.41,64.99,73,48.0,65.75342465753424,441,277.0,62.81179138321995,Ongoing
2021-22,2023-09-18,Madhya Pradesh,Gwalior ,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,NGO / Partner Organisation,81.98,57.57,52.91,91.91,355,353.0,99.43661971830986,2914,2910.0,99.8627316403569,Completed
2022-23,2023-11-08,West Bengal,howrah,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,133.97,73.77,71.1,96.38,429,429.0,100.0,1918,1930.0,100.62565172054224,Completed
2023-24,2021-09-25,Tamil Nadu,Chennai,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,786.31,738.98,541.49,73.28,181,139.0,76.79558011049724,2774,2171.0,78.26243691420332,Ongoing
2022-23,2023-11-16,Rajasthan,Jodhpur ,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,701.93,653.03,0.0,0.0,262,0.0,0.0,753,0.0,0.0,Not Started
2023-24,2023-08-24,Maharashtra,Nashik,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),Gram Panchayat,212.37,131.56,118.59,90.14,434,433.0,99.76958525345621,4155,3935.0,94.70517448856799,Completed
2023-24,2021-05-20,Karnataka,belagavi,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),Gram Panchayat,100.16,72.46,68.95,95.16,285,3.0,1.0526315789473684,2847,27.0,0.9483667017913594,Ongoing
2023-24,2024-11-23,Madhya Pradesh,Gwalior ,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),State Nodal Agency,182.37,163.71,84.79,51.79,233,210.0,90.12875536480686,137,115.0,83.94160583941606,Ongoing
2024-25,2021-10-21,West Bengal,Siliguri,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,684.77,567.79,484.61,85.35,489,487.0,99.59100204498978,1584,1603.0,101.19949494949493,Completed
2023-24,2022-07-24,Maharashtra,Nashik,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,693.43,607.39,358.49,59.02,114,31.0,27.192982456140353,2941,740.0,25.161509690581436,Ongoing
2022-23,2024-08-13,Karnataka,Bengaluru ,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,23.96,17.7,8.6,48.59,81,57.0,70.37037037037037,4064,2989.0,73.5482283464567,Ongoing
2023-24,2024-12-25,Gujarat,Bhavnagar,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),NGO / Partner Organisation,601.32,306.7,116.11,37.86,404,276.0,68.31683168316832,4915,3354.0,68.24008138351984,Delayed
2024-25,2021-09-05,Gujarat,Surat,Ministry of Education,Samagra Shiksha Abhiyan,Centrally Sponsored (60:40),Gram Panchayat,530.04,463.95,174.44,81.965,265,32.0,12.075471698113208,1552,177.0,11.404639175257731,Ongoing
2023-24,2021-06-08,Rajasthan,Jaipur,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,383.59,244.4,240.56,98.43,90,88.0,97.77777777777777,4671,4403.0,94.2624705630486,Completed
2021-22,2022-04-30,Uttar Pradesh,Kanpur,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Urban Local Body (ULB),613.59,560.79,427.94,76.31,283,136.0,48.0565371024735,4218,1828.0,43.33807491702228,Delayed
2024-25,2021-08-16,Uttar Pradesh,Kanpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,Urban Local Body (ULB),91.18,71.97,51.03,70.9,211,69.0,32.70142180094787,2442,743.0,30.425880425880425,Ongoing
2021-22,2023-11-08,Karnataka,Mangaluru,Ministry of Rural Development,Pradhan Mantri Gram Sadak Yojana,Centrally Sponsored (60:40),NGO / Partner Organisation,395.85,307.21,281.83,91.74,244,244.0,100.0,1174,1189.0,101.27768313458263,Completed
2023-24,2023-05-31,Uttar Pradesh,varanasi,Ministry of Jal Shakti,Jal Jeevan Mission,Centrally Sponsored (90:10),Gram Panchayat,405.3,294.51,187.97,63.82,175,0.0,0.0,4762,0.0,0.0,Ongoing
2021-22,2021-05-02,Tamil Nadu,Chennai,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,622.21,427.0,376.36,88.14,155,135.0,87.09677419354838,4595,3938.0,85.7018498367791,Delayed
2024-25,2022-05-30,Karnataka,Belagavi,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,488.2,316.64,281.55,88.92,113,53.0,46.902654867256636,990,425.0,42.92929292929293,Delayed
2023-24,2022-11-11,Karnataka,Hubballi,Ministry of Health & Family Welfare,National Health Mission,Centrally Sponsored (60:40),Gram Panchayat,650.13,370.15,144.04,38.91,316,67.0,21.202531645569618,3415,716.0,20.96632503660322,Delayed
2024-25,2024-12-24,Maharashtra,Kolhapur,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,District Panchayat / Zilla Parishad,491.15,358.28,269.7,75.28,320,0.0,0.0,914,0.0,0.0,Ongoing
2024-25,2024-01-03,Maharashtra,Pune,Ministry of Health & Family Welfare,Ayushman Bharat - Pradhan Mantri Jan Arogya Yojana,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,349.75,224.71,117.94,52.49,404,272.0,67.32673267326733,1078,740.0,68.6456400742115,Ongoing
2023-24,2022-05-16,Karnataka,Mysuru,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,688.38,593.37,206.97,34.88,221,145.0,65.61085972850678,3366,2093.0,62.18062982768865,Delayed
2022-23,2021-09-11,Gujarat,Ahmedabad,Ministry of Education,PM Poshan (Mid-Day Meal Scheme),Centrally Sponsored (60:40),NGO / Partner Organisation,291.77,285.86,102.11,35.72,398,271.0,68.09045226130654,3662,2442.0,66.68487165483342,Ongoing
2023-24,2021-12-23,Uttar Pradesh,Varanasi,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),Gram Panchayat,393.8,339.17,276.91,81.64,374,207.0,55.3475935828877,1726,932.0,53.99768250289687,Delayed
2023-24,2022-01-12,Uttar Pradesh,kanpur,Ministry of Agriculture & Farmers Welfare,PM Kisan Samman Nidhi,Central Sector,District Panchayat / Zilla Parishad,93.36,55.33,16.79,30.35,245,185.0,75.51020408163265,4362,3310.0,75.88262265016049,Ongoing
2021-22,2021-06-14,Rajasthan,Kota,Ministry of Rural Development,Pradhan Mantri Awas Yojana - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,198.11,192.15,163.96,85.33,102,34.0,33.33333333333333,1883,637.0,33.82899628252788,Delayed
2022-23,2023-03-27,Madhya Pradesh,Gwalior,Ministry of Jal Shakti,Swachh Bharat Mission - Gramin,Centrally Sponsored (60:40),District Panchayat / Zilla Parishad,108.32,74.92,68.46,91.38,268,233.0,86.94029850746269,3783,3426.0,90.56304520222047,Ongoing
2021-22,2021-04-25,Kerala,Thrissur ,Ministry of Agriculture & Farmers Welfare,Pradhan Mantri Fasal Bima Yojana,Central Sector,Gram Panchayat,531.14,289.35,263.99,91.24,352,352.0,100.0,2265,2174.0,95.9823399558499,Completed
